OBJECTID,Equipment_ID,Equipment_Name,Current_Location,Current_Lat,Current_Long,Allocated_Location,Allocated_Lat,Allocated_Long,ON_Number,Lifeboat_Number,MMSI,Class,Launch_Method,Product_ID,Model_ID,On_Service_Date,x,y
1488,OB02027638,D-Class ILB Warter Priory,Whitby ILB D,54.48812866,-0.613077998,Whitby ILB D,54.48812866,-0.613077998,,D-810,232006808,D-Class,IB1 variant,IB1,MK2IB1,01/05/2017,-0.613077997999937,54.48812866
1489,OB02045006,Rescue Water Craft Yamaha VX1050,Whitmore Bay (Barry) Beach,51.390498,-3.274576,Scarborough Support Centre,54.238045,-0.414341,,RWC-166,,RWC,Yamaha,Yamaha,VX1050,16/08/2022,-3.27457599999997,51.390498
1490,OB02012712,B-Class A85 Lewisco,Whitstable ILB B,51.36256027,1.025771022,Whitstable ILB B,51.36256027,1.025771022,,B-877,235105953,B-Class,Atlantic 85,Atlantic85,MK2SIMSAtlantic85,01/07/2014,1.02577102200007,51.3625602700001
1491,OB02002158,ON1224 Trent ALB Roy Barker II,Wick ALB,58.43935013,-3.082926035,Wick ALB,58.43935013,-3.082926035,ON1224,14-20,232002183,Trent,Afloat Boat,AfloatBoat,MK2Trent,30/06/1996,-3.08292603499996,58.43935013
1492,OB02028514,ON1334 Shannon ALB JOANNA AND HENRY WILLIAMS,Wicklow ALB,52.98164368,-6.032724857,NULL,NULL,NULL,ON1334,13-27,232009169,Shannon,Carriage Boat,CarriageBoat,MK1Shannon,01/07/2018,-6.03272485699995,52.98164368
1493,OB02027095,D-Class ILB Dennis-Audrey,Wicklow ILB D,52.98164368,-6.032724857,Wicklow ILB D,52.98164368,-6.032724857,,D-806,232006758,D-Class,IB1 variant,IB1,MK2IB1,27/02/2017,-6.03272485699995,52.98164368
1494,OB02029866,Rescue Water Craft Yamaha VX1050,Wirral Support Centre,53.364711,-3.065872,NULL,NULL,NULL,,RWC-125,,RWC,Yamaha,Yamaha,VX1050,13/06/2018,-3.06587199999996,53.3647110000001
1495,OB02029867,Rescue Water Craft Yamaha VX1050,Wirral Support Centre,53.364711,-3.065872,NULL,NULL,NULL,,RWC-126,,RWC,Yamaha,Yamaha,VX1050,13/06/2018,-3.06587199999996,53.3647110000001
1496,OB02029868,Rescue Water Craft Yamaha VX1050,Wirral Support Centre,53.364711,-3.065872,NULL,NULL,NULL,,RWC-127,,RWC,Yamaha,Yamaha,VX1050,13/06/2018,-3.06587199999996,53.3647110000001
1497,OB02048945,Rescue Water Craft Yamaha VX1050,Wirral Support Centre,53.364711,-3.065872,NULL,NULL,NULL,,RWC-178,,RWC,Yamaha,Yamaha,VX1050,06/06/2023,-3.06587199999996,53.3647110000001
1498,OB02029108,Rescue Water Craft Yamaha VX1050,Wirral Support Centre,53.364711,-3.065872,Ballymoney Support Centre,55.064196,-6.491993,,RWC-123,,RWC,Yamaha,Yamaha,VX1050,26/03/2018,-3.06587199999996,53.3647110000001
1499,OB02033710,D-Class ILB MARY BEAL,Withernsea ILB D,53.72606659,0.040748,Withernsea ILB D,53.72606659,0.040748,,D-837,232019617,D-Class,IB1 variant,IB1,MK2IB1,14/05/2019,0.0407480000000646,53.7260665900001
1500,OB02001083,ON1326 Shannon ALB Dorothy May White,Workington ALB,54.65088654,-3.567688942,Workington ALB,54.65088654,-3.567688942,ON1326,13-19,235109062,Shannon,Afloat Boat,AfloatBoat,MK1Shannon,01/02/2017,-3.56768894199996,54.65088654
1501,OB02014020,D-Class ILB John F Mortimer,Workington ILB D,54.65088654,-3.567688942,Workington ILB D,54.65088654,-3.567688942,,D-767,235102822,D-Class,IB1 variant,IB1,MK2IB1,17/04/2014,-3.56768894199996,54.65088654
1502,OB02002741,ON1249 Severn ALB Eric and Susan Hiscock (Wanderer),Yarmouth (IOW) ALB,50.70615387,-1.500475049,Yarmouth (IOW) ALB,50.70615387,-1.500475049,ON1249,17-25,232004401,Severn,Afloat Boat,AfloatBoat,MK2MTUSevern,30/06/2000,-1.50047504899993,50.70615387
1503,OB02003669,Y-Class Avon / ILC MK1 3-5M,Yarmouth (IOW) ALB,50.70615387,-1.500475049,NULL,NULL,NULL,,Y-201,,Y-Class,Avon / ILC,Avon/ILC,MK13-5M,01/01/1900,-1.50047504899993,50.70615387
1504,OB02003275,Y-Class Avon / ILC MK1 3-5M,Yarmouth (IOW) Lifeboat Station,50.70615387,-1.500475049,NULL,NULL,NULL,,Y-192,,Y-Class,Avon / ILC,Avon/ILC,MK13-5M,01/01/1900,-1.50047504899993,50.70615387
1505,OB02016865,B-Class A85 Gordon and Phil,Youghal ILB B,51.95144272,-7.844118118,Youghal ILB B,51.95144272,-7.844118118,,B-890,235114686,B-Class,Atlantic 85,Atlantic85,MK2SIMSAtlantic85,12/04/2016,-7.84411811799993,51.95144272
